"행정구역별","항목","단위","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"영광군","논벼:생산량[톤]","톤","61680","61027","54329","53305","56323","55632","55430","51825.09993","55284.82949","55400.70477","50852.18319","53490.9109","45890.41685","51281.33638","50622.32659","54009.70347","51428.19467","51969.48172","46478.54661","46627.5694","43815.25871","51860.9984","48572.4829","47068.9593","45046.0284",
"장성군","논벼:재배면적[ha]","ha","7614","7614","7579","7093","6870","6534","6623","6557","6032","5974","5475","5363","5417","4975","4875","4893","4156","3990.6612","3946.1141","3804.1656","3915.9378","4319.6633","4428.2229","4173.8892","3967.8695",
"장성군","논벼:10a당 생산량[kg]","kg","506","504","410","422","464","473","445.9584","418.82094","498.80923","514.84657","468.02238","497.15243","463.57114","514.68485","509.66093","528.9929","521.16361","534.70342","523.92585","490.83846","462.47049","513.7559","495.8466","488.2275","478.638",
"장성군","논벼:생산량[톤]","톤","38524","38352","31095","29920","31876","30897","29536","27462.08933","30088.17287","30756.93413","25624.22542","26662.28467","25111.64842","25605.57142","24845.97039","25883.62275","21659.55956","21338.20179","20674.71196","18672.30791","18110.0567","22192.527","21957.1947","20378.0753","18991.7298",
"완도군","논벼:재배면적[ha]","ha","3391","3285","3361","3072","2889","3032","2827","2825","2712","2993","2745","2762","2667","2661","2518","2474","2335","2245.8048","2170.8376","2198.7993","2232.8071","2056.9931","2055.8215","1873.7572","1744.2304",
"완도군","논벼:10a당 생산량[kg]","kg","414","426","387","409","507","465","443.83528","406.90005","388.76003","441.49531","389.6294","393.99114","295.01329","424.62114","410.33543","476.33569","465.68271","437.70116","427.13736","377.18795","394.67341","470.1794","405.4629","499.2897","474.0128",
"완도군","논벼:생산량[톤]","톤","14056","14002","12997","12564","14641","13971","12547","11494.92645","10543.17208","13213.95474","10695.32694","10882.03516","7868.00449","11299.16858","10332.24624","11784.54487","10873.69123","9829.91374","9272.45843","8293.60608","8812.2959","9671.5585","8335.594","9355.4761","8267.875",
"진도군","논벼:재배면적[ha]","ha","6798","6908","6906","6757","6616","6761","6277","6254","6429","6693","6693","5720","6074","6010","5997","6006","6075","5948.3035","5828.6335","5676.8347","5770.3583","5976.2303","6012.5558","5653.2534","5617.416",
"진도군","논벼:10a당 생산량[kg]","kg","505","471","357","448","458","413","424.44773","394.23775","388.76003","441.49531","389.6294","393.99114","295.01329","424.62114","410.33543","476.33569","492.98826","446.77606","442.00071","426.74722","416.95103","458.0292","441.4361","481.9252","473.2645",
"진도군","논벼:생산량[톤]","톤","34328","32558","24645","30300","30324","27932","26643","24655.62909","24993.38248","29549.28135","26077.89552","22536.29294","17919.10733","25519.73061","24607.81601","28608.72129","29949.03691","26575.59628","25762.60162","24225.73433","24059.56822","27372.8791","26541.5923","27244.452","26585.2351",
"신안군","논벼:재배면적[ha]","ha","10183","10140","10243","10242","10249","10115","10143","10128","10041","9997","9913","9703","9565","9398","9420","9317","9695","9200.2099","9553.6095","9641.0768","9325.3098","8501.4253","8555.6544","8721.7267","8425.8046",
"신안군","논벼:10a당 생산량[kg]","kg","492","500","404","473","497","472","489.013","438.87764","462.49349","483.88099","474.02158","471.84431","415.85551","485.46152","475.30427","497.86728","484.61352","473.52365","496.21191","475.09665","445.26293","499.0973","423.2339","487.5723","492.3992",
"신안군","논벼:생산량[톤]","톤","50076","50690","41378","48415","50890","47714","49601","44449.5276","46438.97167","48373.58284","46989.75891","45783.05383","39776.57987","45623.67406","44773.66176","46386.29434","46983.28056","43565.17005","47406.14787","45804.43321","41522.14804","42430.3808","36210.4277","42524.7207","41488.5986",
"경상북도","논벼:재배면적[ha]","ha","139413","141341","138673","133829","131628","127490","124294","125131","123678","122441","116472","110458","111459","108479","106815","104686","102938","99550.2547","98064.5531","97464.8861","97255.0208","95830.4284","94745.9791","93252.0991","89339.1488",
"경상북도","논벼:10a당 생산량[kg]","kg","481","513","474","412","500","494","492.35606","474.70957","532.37323","555.26519","506.54747","515.98646","505.87743","527.44405","533.67565","563.03505","560.17808","551.95433","545.5252","542.97481","509.02756","540.545","539.7203","537.5197","537.1522",
"경상북도","논벼:생산량[톤]","톤","671226","725286","657244","551783","658547","629779","611969","594008.82646","658428.56152","679872.25186","589985.97089","569948.32515","563845.92603","572166.02988","570045.64301","589418.87429","576636.11025","549471.94132","534966.85407","529209.7763","495054.85479","518006.5834","511363.2543","501248.3994","479887.2014",
"포항시","논벼:재배면적[ha]","ha","9443","9549","9500","9274","9141","9005","8477","8786","8457","8343","8317","8031","7775","7472","7178","6937","7068","6665.4347","6404.3043","6296.7536","6391.1211","6286.3228","6011.7309","5743.6842","5786.0981",
"포항시","논벼:10a당 생산량[kg]","kg","478","528","474","395","493","492","497.64825","475.26686","540.57914","546.06822","521.68851","527.81569","532.80589","535.58918","510.37759","567.70779","544.82109","539.36369","517.64681","511.97246","472.25866","519.5779","518.7626","521.3793","516.2787",
"포항시","논벼:생산량[톤]","톤","45176","50460","45022","36617","45020","44291","42186","41756.94593","45716.7781","45558.47133","43388.83305","42388.87835","41425.6579","40019.22372","36634.9033","39381.88914","38507.95429","35950.93446","33151.67723","32237.6445","30182.62267","32662.3467","31186.614","29946.3791","29872.3931",
"경주시","논벼:재배면적[ha]","ha","15790","15943","15781","15209","15094","14915","14438","14471","14297","14154","13810","13569","13466","13301","12719","12680","12485","12439.2821","12024.7731","11926.8888","11646.4775","11325.9805","11152.6083","10896.8669","10759.2471",
"경주시","논벼:10a당 생산량[kg]","kg","461","504","470","403","477","481","470.91912","462.49873","525.22195","540.51033","515.79146","523.49633","525.95814","532.33117","502.73572","546.52373","546.43223","529.37477","511.03634","503.58185","485.37581","517.5068","522.6034","520.6205","518.931",
"경주시","논벼:생산량[톤]","톤","72846","80419","74113","61270","72069","71745","67991","66928.19164","75090.98258","76503.83159","71230.80039","71033.21749","70825.52246","70805.36888","63942.95652","69299.2087","68222.06342","65850.42091","61450.96063","60061.64777","56529.18401","58612.7214","58283.9104","56731.3203","55833.0708",
"김천시","논벼:재배면적[ha]","ha","6735","6821","6646","6273","6152","5995","6030","5973","5759","5658","5430","5105","4852","4679","4965","4773","4357","4347.4826","4301.3652","4216.4935","4130.9473","3825.7797","3843.2332","3778.8874","3762.1429",
"김천시","논벼:10a당 생산량[kg]","kg","466","500","445","426","511","518","522.17593","484.67886","562.65986","566.21997","515.28111","527.31002","494.56546","529.23631","573.14941","595.70345","598.98154","593.37148","557.34287","573.14365","473.59989","582.1843","531.994","509.1749","506.2226",
"김천시","논벼:생산량[톤]","톤","31357","34073","29599","26719","31414","31080","31487","28949.86821","32403.58151","32036.72577","27979.76454","26919.1767","23996.31612","24762.96672","28456.8684","28432.92587","26097.62584","25796.72168","23973.35221","24166.56483","19564.16205","22273.0886","20445.7708","19241.1461","19044.8176",
"안동시","논벼:재배면적[ha]","ha","7402","7557","7501","7184","7112","6718","6811","6799","6909","7020","6444","5761","6073","5892","5856","5676","5265","5090.8771","4986.8055","5027.1074","5180.1744","4822.8781","4720.3759","4795.4042","4839.7986",
"안동시","논벼:10a당 생산량[kg]","kg","515","540","501","449","535","532","514.66238","491.28265","528.92275","568.49799","508.89858","523.61734","499.03998","521.87602","543.4135","565.99257","564.05009","557.61622","569.19293","560.36243","541.59625","548.389","554.5433","544.9689","549.2066",
"안동시","논벼:생산량[톤]","톤","38092","40817","37568","32223","38059","35766","35054","33402.30762","36543.27275","39908.55864","32793.42424","30165.59502","30306.69779","30748.93535","31822.29475","32125.73826","29697.23733","28387.55646","28384.54457","28170.02137","28055.63044","26448.1308","26176.5286","26133.4626","26580.4943",
"구미시","논벼:재배면적[ha]","ha","8789","8997","8643","8562","8384","8373","7997","7972","7877","7800","5851","5656","7489","7039","7035","6808","7369","7064.6591","6957.5108","6793.2678","6687.0488","7283.3004","7227.3384","7058.6698","6980.5368",
"구미시","논벼:10a당 생산량[kg]","kg","488","530","494","423","510","510","501.6572","493.54072","573.179","591.05573","521.0863","529.40066","495.07802","536.57574","575.32687","608.67546","616.08825","582.53313","586.86477","589.12597","515.98689","592.0167","574.7361","560.3221","570.7909",
"구미시","논벼:생산량[톤]","톤","42850","47661","42713","36250","42794","42743","40118","39345.0663","45149.3096","46102.34689","30488.7593","29942.90126","37076.393","37769.5665","40474.24555","41438.62499","45399.54279","41153.97975","40831.17967","40020.90478","34504.29529","43118.3566","41538.1246","39551.2834","39844.2661",
"영주시","논벼:재배면적[ha]","ha","5890","5995","6043","5725","5468","5258","4940","4990","4958","5328","5114","4987","4807","4572","4606","4390","3473","3413.1306","3388.7699","3251.6931","3337.4128","3702.8387","3631.99","3632.9967","3567.2939",
"영주시","논벼:10a당 생산량[kg]","kg","511","521","500","454","505","480","476.7619","457.07987","505.09876","525.42081","480.76665","504.86102","513.39227","515.62295","542.03674","554.7146","553.38217","543.02523","554.91915","551.88506","529.69483","541.8385","545.5832","531.5446","540.2604",
"영주시","논벼:생산량[톤]","톤","30115","31210","30192","25977","27610","25215","23552","22808.28554","25042.7967","27994.42052","24586.40673","25177.41921","24678.76618","23574.28139","24966.21226","24351.97111","19218.96263","18534.16039","18804.93295","17945.60839","17678.10311","20063.4057","19815.5258","19310.9968","19272.6768",
"영천시","논벼:재배면적[ha]","ha","5305","5517","5296","5030","4936","4594","4450","4482","4372","4293","4017","3801","3684","3422","3399","3160","2839","2370.8561","2209.4017","2219.8786","2345.4685","2396.2208","2401.0826","2215.3037","2165.5187",
"영천시","논벼:10a당 생산량[kg]","kg","466","490","429","384","462","461","455.84735","442.29127","494.38524","491.01143","489.6207","506.37246","490.56726","503.21931","480.06778","510.976","505.96892","525.45637","519.23772","499.71644","472.3442","482.0234","469.1937","495.7885","496.7374",
"영천시","논벼:생산량[톤]","톤","24715","27058","22734","19328","22824","21187","20285","19823.4949","21614.52276","21079.1209","19668.06372","19247.21712","18072.49767","17220.16492","16317.50391","16146.84157","14364.45766","12457.81429","11472.04703","11093.09827","11078.6843","11550.3446","11265.7274","10983.2201","10756.9423",
"상주시","논벼:재배면적[ha]","ha","16882","17093","16913","16341","16101","15627","15070","14945","14670","14257","13887","13359","13464","13077","12519","12322","12320","12178.6001","12157.4424","11925.5999","12012.65","12801.2685","12485.8545","12698.9364","11919.2668",
"상주시","논벼:10a당 생산량[kg]","kg","483","541","480","437","519","513","527.66217","497.54952","566.35132","590.92108","526.97508","527.90573","512.19641","548.81103","564.09057","592.93663","587.08319","574.46205","555.51132","563.77582","535.32022","560.5446","568.1826","582.3929","573.1697",
"상주시","논벼:생산량[톤]","톤","81570","92462","81236","71355","83566","80230","79519","74358.77628","83083.73931","84247.61906","73181.02905","70522.92708","68962.12435","71768.01807","70618.49847","73061.65134","72328.64894","69961.43585","67535.96934","67233.6484","64306.14443","71756.816","70942.4473","73957.7","68317.6282",
"문경시","논벼:재배면적[ha]","ha","5934","5939","5827","5653","5456","5292","5122","5280","5228","5273","5159","4982","4983","4663","4782","4725","4449","4328.3877","4237.0629","4239.3815","4263.2505","3566.9937","3529.9133","3363.687","3388.7121",
"문경시","논벼:10a당 생산량[kg]","kg","493","518","493","411","504","500","510.90144","493.98336","560.32649","581.59635","516.82566","523.21951","502.97625","541.59183","545.87592","561.87526","561.5829","556.48335","549.14163","525.05681","514.96452","531.6749","529.4938","548.4549","575.5448",
"문경시","논벼:생산량[톤]","톤","29243","30743","28727","23239","27520","26467","26168","26082.32147","29293.86883","30667.57551","26663.03555","26066.79575","25063.30646","25254.42691","26103.78672","26548.60611","24984.82342","24086.75688","23267.47615","22259.16128","21954.22742","18964.8088","18690.6703","18448.3073","19503.5547",
"경산시","논벼:재배면적[ha]","ha","1867","1839","1748","1569","1559","1484","1698","1694","1684","1619","1525","1493","1463","1359","1347","1255","1023","841.8342","806.5092","849.1899","796.7639","1086.0709","1038.4724","998.3208","979.1011",
"경산시","논벼:10a당 생산량[kg]","kg","463","470","439","386","482","469","496.20978","485.60992","493.80619","511.35018","467.0271","489.55893","485.96327","492.37442","495.99172","517.50928","526.06091","565.67329","546.77903","547.01738","510.49921","506.6185","505.279","517.3585","521.3027",
"경산시","논벼:생산량[톤]","톤","8638","8648","7674","6054","7511","6967","8426","8226.23197","8315.69619","8278.75948","7122.16325","7309.11489","7109.64269","6691.36841","6681.00844","6494.74151","5381.60315","4762.03123","4409.82314","4645.21632","4067.47339","5502.2365","5247.1834","5164.8976","5104.0801",
"군위군","논벼:재배면적[ha]","ha","3138","3320","3244","3130","3099","2961","2764","2775","2776","2661","2778","2685","2524","2577","2584","2476","2441","2284.5529","2236.4849","2180.6733","2427.2251","2357.9041","2249.2547","2325.8853","",
"군위군","논벼:10a당 생산량[kg]","kg","472","493","458","417","489","493","490.5295","467.83441","494.38524","557.88045","496.29931","532.08442","485.82943","544.07354","553.19234","569.42336","546.65793","560.57927","553.2063","559.60677","510.52145","516.967","548.8334","518.8258","",
"군위군","논벼:생산량[톤]","톤","14805","16364","14868","13056","15157","14587","13558","12982.40494","13724.1343","14845.19868","13787.19471","14286.46673","12262.33481","14020.77509","14294.49002","14098.92249","13343.91998","12806.73008","12372.37545","12203.19541","12391.50467","12189.5862","12344.6621","12067.2934","",
"의성군","논벼:재배면적[ha]","ha","11317","11416","11231","11208","11128","10819","11191","11250","11232","11129","11121","10650","10455","10430","9933","9986","9286","9171.333","9371.7027","9309.6577","9325.9645","9674.8014","9501.8217","9291.8739","9344.2322",
"의성군","논벼:10a당 생산량[kg]","kg","496","512","484","401","516","514","487.08274","483.99051","535.95104","563.33443","500.81072","519.28903","511.43473","523.61263","531.6389","573.5132","579.38022","564.43466","574.95945","561.95015","551.3246","552.2932","559.5096","548.5929","547.0709",
"의성군","논벼:생산량[톤]","톤","56137","58499","54318","44946","57369","55638","54509","54448.93213","60198.02057","62693.48838","55695.16066","55304.28132","53470.50124","54612.79699","52807.69153","57271.02856","53801.24705","51766.18179","53883.4906","52315.63525","51416.3365","53433.2709","53163.602","50974.5651","51119.5727",
"청송군","논벼:재배면적[ha]","ha","1747","1793","1678","1671","1642","1526","1544","1588","1473","1474","1362","1261","1195","1216","1222","1332","1016","962.1831","900.2913","857.1454","830.6681","799.8402","743.0016","701.1641","676.8726",
"청송군","논벼:10a당 생산량[kg]","kg","450","497","480","410","490","485","495.09813","476.1099","500.87511","503.76527","500.20095","496.27983","489.77783","515.827","516.51783","535.46916","551.90629","540.92337","526.60033","507.3187","500.00492","524.621","522.0782","515.3845","522.6288",
"청송군","논벼:생산량[톤]","톤","7868","8907","8047","6847","8043","7406","7644","7560.62529","7377.89034","7425.50008","6812.73691","6258.08863","5852.84502","6272.45629","6311.8479","7132.44921","5607.36786","5204.6732","4740.93692","4348.45893","4153.38139","4196.1293","3879.0497","3613.6912","3537.5312",
"영양군","논벼:재배면적[ha]","ha","1356","1411","1237","1279","1225","1196","1030","1084","1057","1149","1174","932","944","813","901","912","854","675.839","634.4382","695.3483","616.0365","527.8794","519.0822","474.9456","516.8405",
"영양군","논벼:10a당 생산량[kg]","kg","497","505","486","350","481","478","481.042","468.7992","500.87511","503.76527","500.20095","496.27983","489.77783","515.827","516.51783","535.46916","545.48831","533.01962","506.74295","489.80523","467.67453","509.9443","509.2136","507.3647","509.4228",
"영양군","논벼:생산량[톤]","톤","6744","7129","6007","4473","5894","5714","4955","5081.78333","5294.24989","5788.26295","5872.35913","4625.32799","4623.50267","4193.67349","4653.82566","4883.47874","4658.47014","3602.3545","3214.97085","3405.85235","2881.04578","2691.8909","2643.2373","2409.7065","2632.9033",
"영덕군","논벼:재배면적[ha]","ha","3139","3151","3090","2981","2940","2882","2839","2826","2866","2821","2648","2266","2334","2289","2387","2370","2220","2052.3047","2041.1775","2084.0869","2048.084","1833.3447","1783.4854","1623.1686","1521.3355",
"영덕군","논벼:10a당 생산량[kg]","kg","473","525","456","379","478","466","488.59064","464.72537","500.87511","503.76527","500.20095","496.27983","489.77783","515.827","516.51783","535.46916","518.14939","501.07068","504.57897","482.44537","422.351","506.3431","522.037","510.1087","507.96",
"영덕군","논벼:생산량[톤]","톤","14836","16545","14096","11308","14057","13442","13871","13133.13903","14355.08059","14211.21827","13245.3211","11245.70089","11431.41445","11807.27997","12329.28063","12690.61908","11502.91636","10283.49705","10299.35246","10054.58066","8650.10319","9283.0147","9310.4544","8279.9236","7727.7763",
"청도군","논벼:재배면적[ha]","ha","4180","4122","3990","3739","3544","3381","3425","3436","3414","3378","3205","3033","2930","2829","2654","2658","2555","2429.4094","2448.8366","2489.0752","2437.8039","2485.6697","2454.7379","2408.4747","2279.723",
"청도군","논벼:10a당 생산량[kg]","kg","457","487","442","381","471","470","472.89307","458.21057","493.80619","521.24902","495.57403","502.2016","502.09681","522.83795","515.9504","526.7068","530.70175","572.39552","546.50775","522.72615","490.23177","503.7109","501.3806","513.5646","499.0069",
"청도군","논벼:생산량[톤]","톤","19118","20095","17649","14231","16679","15896","16197","15744.11534","16858.54322","17607.79176","15883.14771","15231.77452","14711.43651","14791.08558","13693.3235","13999.8667","13559.42982","13905.8305","13383.08176","13011.04696","11950.88921","12520.5902","12307.5789","12369.0736","11375.9756",
"고령군","논벼:재배면적[ha]","ha","4697","4700","4540","4608","4477","4389","3990","4170","3968","3991","3617","3312","3391","3560","3494","3412","3563","3329.0266","3329.6506","3529.9654","3381.4341","3048.9595","3032.6691","2895.4785","3030.8763",
"고령군","논벼:10a당 생산량[kg]","kg","466","486","442","363","489","459","483.98638","446.88709","514.11187","536.46499","476.97819","482.25988","484.40655","473.96482","529.71946","549.79173","533.1547","552.03888","519.46676","556.89127","492.95533","532.6274","519.7857","483.3319","497.0734",
"고령군","논벼:생산량[톤]","톤","21867","22827","20076","16738","21911","20133","19311","18635.19145","20399.95891","21410.31781","17252.30111","15972.44711","16426.22614","16873.1477","18508.39809","18758.89369","18996.30207","18377.52118","17296.42824","19658.06923","16668.95965","16239.5936","15763.3803","13994.7725","15065.679",
"성주군","논벼:재배면적[ha]","ha","4305","4380","4311","3654","3707","3561","3456","3527","3632","3568","3168","3013","3154","3078","2909","2643","3250","3217.9637","3041.5916","2945.0791","2858.3349","2435.6602","2444.1551","2432.1853","2378.7326",
"성주군","논벼:10a당 생산량[kg]","kg","429","461","403","335","479","428","470.051","439.11969","514.11187","559.78659","489.32375","487.26849","463.9047","495.68769","494.71973","537.12739","540.90213","524.20185","513.45406","516.13721","473.92453","505.0712","491.8151","498.5024","486.2924",
"성주군","논벼:생산량[톤]","톤","18478","20179","17375","12232","17761","15257","16245","15487.75155","18672.54303","19973.18567","15501.77651","14681.39971","14631.55409","15257.26709","14391.3968","14196.27691","17579.31909","16868.6251","15617.17558","15200.64904","13546.35027","12301.8191","12020.7235","12124.5019","11567.5955",
"칠곡군","논벼:재배면적[ha]","ha","3376","3517","3435","3196","3158","2963","2908","2877","3014","2829","2613","2442","2328","2549","2491","2370","2627","2476.3612","2458.8859","2469.9287","2448.2968","2165.4859","2164.54","2115.8349","2154.5723",
"칠곡군","논벼:10a당 생산량[kg]","kg","474","465","475","431","482","488","483.88378","477.41521","514.11187","552.04371","482.20127","510.68881","497.28998","512.21657","521.79992","563.07306","564.66507","540.35456","519.41321","555.96271","495.91743","524.4616","537.0954","502.5898","511.8085",
"칠곡군","논벼:생산량[톤]","톤","15999","16364","16300","13771","15232","14461","14071","13735.23561","15495.33169","15617.31654","12599.9191","12471.02066","11576.91064","13056.40029","12998.03609","13344.83144","14833.75143","13381.13056","12771.7781","13731.88252","12141.53062","11357.1419","11625.645","10633.9712","11027.2843",
"예천군","논벼:재배면적[ha]","ha","10820","10904","10823","10536","10534","9976","9805","9862","9893","9663","9275","8566","8840","8392","8411","8408","9366","9306.8244","9204.6924","9287.4655","9413.2816","9211.6485","9521.2356","9461.2681","9368.0918",
"예천군","논벼:10a당 생산량[kg]","kg","510","533","497","428","514","493","493.94825","483.98991","534.68426","578.79885","504.13738","506.4648","508.64633","537.46677","542.14463","554.93552","554.61234","545.37488","568.14474","564.65585","536.75222","551.8228","548.9433","555.882","547.5022",
"예천군","논벼:생산량[톤]","톤","55220","58091","53808","45045","54192","49221","48432","47731.08499","52896.3135","55929.33306","46758.7422","43383.77455","44964.33517","45104.21151","45599.78468","46658.97817","51944.99216","50757.08224","52295.9755","52442.21766","50525.99811","50831.9725","52266.1835","52593.4867","51290.5111",
"봉화군","논벼:재배면적[ha]","ha","3581","3658","3509","3479","3380","3315","3204","3276","3272","3236","3284","3014","2833","2815","2842","2760","2463","2249.0526","2302.1341","2312.4145","2307.7434","2095.8867","2122.9772","2134.6427","1972.0245",
"봉화군","논벼:10a당 생산량[kg]","kg","504","512","489","456","514","486","474.61529","454.55454","505.09876","553.24148","490.3977","501.30367","503.21001","529.27397","531.59622","543.56622","548.57716","541.87947","551.65262","579.06945","532.67674","541.9289","548.2902","534.7663","530.4424",
"봉화군","논벼:생산량[톤]","톤","18064","18714","17149","15880","17357","16127","15207","14891.20665","16526.83155","17902.89438","16104.6606","15109.29256","14255.93948","14899.06222","15107.96459","15002.42774","13511.45544","12187.15431","12699.78315","13390.486","12292.81239","11358.2167","11640.0749","11415.3501","10460.4546",
"울진군","논벼:재배면적[ha]","ha","3720","3719","3687","3528","3391","3260","3105","3068","2870","2797","2673","2540","2475","2455","2581","2633","2649","2654.8598","2620.7223","2557.792","2368.8331","2095.694","2166.4191","2204.4203","1948.1314",
"울진군","논벼:10a당 생산량[kg]","kg","470","485","487","403","487","497","424.59628","420.33463","500.87511","503.76527","500.20095","496.27983","489.77783","515.827","516.51783","535.46916","494.30047","504.33356","500.22631","454.07079","443.907","508.2375","498.8028","512.7584","510.8482",
"울진군","논벼:생산량[톤]","톤","17488","18021","17973","14224","16508","16206","13184","12895.8663","14375.11559","14090.31461","13370.37134","12605.50762","12122.00118","12663.55278","13331.32522","14098.90297","13094.0194","13389.3489","13109.54255","11614.18637","10515.41591","10651.102","10806.16","11303.3502","9951.994",
"경상남도","논벼:재배면적[ha]","ha","103793","103827","101666","95368","93168","91277","91032","91677","90310","89181","83950","79522","79940","77695","76134","73912","70615","67891.1579","65674.5749","65979.0817","65027.9489","64079.0616","64480.5647","63437.0806","62479.1734",
"경상남도","논벼:10a당 생산량[kg]","kg","456","501","432","402","490","475","478.27199","459.57327","523.10798","521.0311","481.23109","492.98665","482.26477","505.18672","494.54908","527.43438","522.56058","529.04876","509.56667","503.33461","483.38187","528.563","512.7187","512.0703","502.5406",
"경상남도","논벼:생산량[톤]","톤","473019","520436","439200","383165","456398","433402","435381","421322.98464","472418.81519","464660.74604","403993.50379","392032.84712","385522.4584","392504.82434","376519.99871","389837.29915","369006.15086","359177.33094","334655.7433","332095.55639","314333.31565","338698.2248","330603.8814","324842.422","313983.2084",
"창원시","논벼:재배면적[ha]","ha","3460","3552","3497","3227","3200","3248","3340","3336","3308","3332","2739","3893","4305","4255","4290","3984","4315","4259.0364","3904.2537","4090.6453","3857.5376","3777.5458","3733.6802","3726.4398","3634.2148",
"창원시","논벼:10a당 생산량[kg]","kg","420","541","439","415","512","505","547.47017","496.87737","550.5015","542.14153","483.04547","491.68723","495.72461","511.47613","498.18374","530.72776","520.4769","528.74593","513.70938","512.01323","513.5042","546.7516","526.3446","521.7825","516.3903",
"창원시","논벼:생산량[톤]","톤","14521","19214","15340","13381","16391","16405","18286","16575.82915","18210.58962","18064.15591","13230.61543","19141.38402","21340.94443","21763.30931","21372.08265","21144.19411","22458.57838","22519.48165","20056.51741","20944.64525","19808.61773","20653.7915","19652.0223","19443.9123","18766.7326",
"마산시","논벼:재배면적[ha]","ha","2055","2047","1964","1684","1733","1629","1634","1642","1393","1417","1322","","","","","","","","","","","","","","",
"마산시","논벼:10a당 생산량[kg]","kg","427","494","451","399","476","471","472.43082","419.07408","550.5015","542.14153","483.04547","","","","","","","","","","","","","","",
"마산시","논벼:생산량[톤]","톤","8780","10108","8854","6721","8248","7676","7720","6881.19635","7668.4859","7682.14553","6385.86112","","","","","","","","","","","","","","",
"진주시","논벼:재배면적[ha]","ha","7693","7535","7307","6832","6766","6624","6823","6628","6619","6262","6113","5931","5651","5644","5529","5211","5181","5022.6835","4660.7125","4801.0313","4759.872","4040.5485","4034.6392","3831.1847","3778.1243",
"진주시","논벼:10a당 생산량[kg]","kg","442","499","428","415","484","459","468.09786","451.56061","516.34673","504.47256","491.98551","498.89604","490.93583","492.60042","477.13067","514.92052","522.50181","523.83309","505.85802","495.58245","477.4903","516.9216","504.1092","510.7747","491.8105",
"진주시","논벼:생산량[톤]","톤","34024","37587","31257","28384","32734","30402","31938","29929.43738","34176.99002","31590.07177","30075.07398","29589.52401","27742.78364","27802.36791","26380.5546","26832.50807","27070.81853","26310.47837","23576.58798","23793.06865","22727.92716","20886.4679","20338.988","19568.7208","18581.2125",
"진해시","논벼:재배면적[ha]","ha","464","458","425","405","378","358","387","380","197","161","125","","","","","","","","","","","","","","",
"진해시","논벼:10a당 생산량[kg]","kg","470","523","455","384","484","436","450.58314","472.12495","550.5015","542.14153","483.04547","","","","","","","","","","","","","","",
"진해시","논벼:생산량[톤]","톤","2179","2395","1935","1556","1830","1562","1744","1794.07481","1084.48796","872.84787","603.80684","","","","","","","","","","","","","","",
"통영시","논벼:재배면적[ha]","ha","782","844","796","702","709","677","559","571","479","503","406","362","349","346","470","464","390","291.8381","305.3856","283.0744","308.1042","334.5941","338.7376","304.8773","348.8025",
"통영시","논벼:10a당 생산량[kg]","kg","460","535","431","413","503","464","468.26488","465.00846","493.21535","496.79913","488.50687","489.91419","468.09707","491.56852","471.61945","506.17295","537.52257","528.88715","500.82531","490.86934","453.02244","513.6718","495.8425","487.3018","492.8568",
"통영시","논벼:생산량[톤]","톤","3599","4514","3433","2898","3568","3144","2618","2655.19832","2362.50152","2498.89961","1983.33787","1773.48937","1633.65877","1700.82708","2216.6114","2348.64248","2096.33804","1543.49422","1529.44836","1389.52543","1395.78115","1718.7157","1679.605","1485.6725","1719.097",
"사천시","논벼:재배면적[ha]","ha","5995","6025","5905","5552","5471","5391","5284","5390","5362","5182","4848","4669","4543","4233","4043","3941","3619","3315.3369","3187.1345","3149.1648","3258.1498","3587.5906","3681.1822","3483.1826","3604.9966",
"사천시","논벼:10a당 생산량[kg]","kg","451","505","431","418","489","462","466.13635","448.59536","505.44701","500.54084","499.38731","500.23574","463.8262","499.44998","485.03963","510.31831","490.93635","528.10448","498.51954","481.61207","466.01004","508.8027","498.7285","507.5651","497.2275",
"사천시","논벼:생산량[톤]","톤","27030","30410","25435","23233","26731","24908","24631","24179.28986","27102.06856","25938.02613","24210.29701","23356.00654","21071.62442","21141.71769","19610.15231","20111.64478","17766.9866","17508.44272","15888.48834","15166.7578","15183.30532","18253.7591","18359.1066","17679.4188","17925.0359",
"김해시","논벼:재배면적[ha]","ha","6180","6069","5836","5649","5269","5136","5368","5343","5435","5544","4672","4410","4451","4346","3948","4023","3602","3560.3464","3459.3607","3479.1467","3336.8214","2966.1495","3025.4654","3101.6673","3202.5218",
"김해시","논벼:10a당 생산량[kg]","kg","431","499","373","400","528","471","485.81762","474.30099","533.86502","502.70634","486.55976","496.81223","485.93815","507.96527","506.80552","536.27847","531.28438","532.1857","518.56853","505.2592","483.59726","546.0266","525.3226","516.6957","490.8257",
"김해시","논벼:생산량[톤]","톤","26613","30268","21778","22610","27843","24188","26079","25341.90183","29015.5641","27870.03963","22732.07185","21909.41942","21629.10707","22076.17057","20008.6819","21574.48295","19136.86348","18947.65424","17939.15588","17578.70862","16136.77702","16195.9647","15893.4545","16026.1829","15718.8012",
